seller_code,seller_name,seller_trust,seller_safe_sales,seller_customs,seller_items,category_top,sell_method,seller_view,seller_like,seller_chat
4190646,묵응지,410.0,0,0,1,가전제품,"직거래,택배",67,1,2
4190659,라파파이,698.0,9,0,3,모바일/태블릿,"직거래,택배",70,0,1
4190897,노을속풍경,614.0,2,5,9,"가전제품, 패션잡화",택배,177,1,3
4191046,찬이하맘,386.0,2,1,1,패션잡화,택배,0,0,0
4191378,고우란희,523.0,2,0,1,노트북/PC,"직거래,택배",13,0,0
4191636,김탱잉,605.0,5,0,1,노트북/PC,택배,33,0,0
4191687,홍이소1,259.0,0,0,1,가전제품,직거래,23,0,0
4191724,shsbwbw,250.0,0,0,2,노트북/PC,"직거래,택배",8,0,0
4191815,영숙1,391.0,10,7,5,패션잡화,택배,81,0,0
4191898,돈키24,609.0,6,18,4,가전제품,"직거래,택배, 택배",22,0,0
4192118,열띠오분,503.0,1,0,2,"노트북/PC, 가전제품","직거래,택배",142,0,0
4192918,dazedrink,368.0,0,0,1,노트북/PC,직거래,115,0,0
4193093,냐옹상점,448.0,1,13,2,패션잡화,"직거래,택배",34,0,1
4193338,닐니니,604.0,0,0,1,가전제품,"직거래,택배",22,0,0
4193351,밈삼,266.0,1,0,1,노트북/PC,"직거래,택배,편의점픽업",41,0,1
4193458,땡지,382.0,0,0,2,노트북/PC,"직거래, 직거래,택배",371,6,7
4193621,쫍은문,623.0,2,0,2,노트북/PC,직거래,368,3,3
4194140,제시카가게,664.0,1,0,2,패션의류,택배,84,0,3
4194189,Melon4181,389.0,0,0,1,가전제품,"직거래,택배",27,0,2
4194300,모드모지,685.0,5,0,2,"모바일/태블릿, 패션잡화","직거래,택배",54,0,0
4194361,Drivesun,495.0,0,0,1,가전제품,직거래,55,0,1
4194377,seanhpark,382.0,0,0,1,노트북/PC,"직거래,택배",47,0,3
4194524,알겠워요,911.0,5,0,1,노트북/PC,"직거래,택배",39,0,0
4194910,최고멋쟁,470.0,1,0,2,패션의류,"직거래,택배",17,0,0
4195658,bluegaia,741.0,10,3,1,가전제품,"직거래,택배",67,0,1
4195975,폰마켓365,609.0,26,290,198,모바일/태블릿,"직거래,택배",2158,9,8
4196284,jjang747,722.0,8,1,4,"가전제품, 패션의류","직거래,택배",73,0,1
4196500,olivia0302,402.0,0,0,1,가전제품,택배,26,1,3
4196585,냉탕상어,554.0,3,1,1,노트북/PC,"직거래,택배",25,0,0
4196719,갈란티스99,433.0,2,0,1,노트북/PC,"직거래,택배",38,0,0
4196810,wldk082616,579.0,0,0,1,패션잡화,"직거래,택배",19,0,0
4197359,시하준,698.0,9,5,1,패션잡화,택배,26,0,0
4197400,띠또떼,365.0,1,2,1,가전제품,직거래,31,0,0
4197865,긋먼,420.0,1,3,4,패션의류,"직거래,택배,편의점픽업",114,0,0
4197872,stingray5,489.0,1,0,1,모바일/태블릿,"직거래,택배",102,2,2
4197873,블루옥션1,700.0,104,86,55,패션잡화,택배,3102,2,23
4198476,쟈스민22222,224.0,0,0,1,패션잡화,택배,3,0,0
4198741,맨타임즈,767.0,4,1,3,가전제품,"직거래,택배",171,1,3
4198803,jayur,229.0,0,0,2,가전제품,직거래,11,0,0
4198860,한송이바다,495.0,0,0,2,패션잡화,택배,17,0,0
4199437,bebohemian,419.0,0,0,1,가전제품,직거래,59,0,0
4199968,scream89,369.0,0,0,1,패션잡화,"직거래,택배",30,0,0
4200085,sproc,493.0,0,0,1,패션잡화,"직거래,택배",3,0,0
4200295,헬스운동하자,760.0,3,0,1,노트북/PC,"직거래,택배,편의점픽업",39,0,0
4200461,태권부이2,474.0,1,0,1,패션잡화,택배,22,0,0
4200590,채리채링,258.0,0,0,1,모바일/태블릿,"직거래,택배",14,0,1
4200742,hddbdjd,382.0,1,0,1,패션잡화,직거래,21,0,0
4200767,hun2nimq,596.0,1,1,1,모바일/태블릿,"직거래,택배",27,0,1
4200890,안전한게래해요,557.0,27,19,1,노트북/PC,"직거래,택배",56,1,0
4200897,씨엔에이시스템,663.0,51,14,3,노트북/PC,택배,249,0,3
4200904,rh0612,451.0,2,0,1,가전제품,직거래,27,0,0
4200936,다들어줄께,290.0,0,1,2,패션의류,택배,42,0,0
4201095,jiayou1121,480.0,0,0,1,패션잡화,택배,20,0,0
4201947,귓가에바람,694.0,0,1,1,노트북/PC,"직거래,택배",27,0,1
4201987,미니멀리스트2,356.0,1,0,2,패션잡화,택배,110,0,2
4201993,에밀리홍,533.0,1,0,1,가전제품,직거래,72,1,0
4202081,gooddoit,715.0,3,0,5,가전제품,"직거래,택배",112,1,5
4202690,쭈니마미얌,259.0,0,0,1,가전제품,직거래,35,0,0
4202746,타키노,620.0,5,3,12,노트북/PC,"직거래,택배",336,0,3
4202760,opq0103,266.0,0,0,1,가전제품,"직거래,택배",44,1,0
4203455,채니채니채니채,363.0,0,0,2,노트북/PC,"직거래,택배",43,0,0
4203560,양망땨,553.0,2,0,1,노트북/PC,"직거래,택배",240,0,0
4204109,슈스당,395.0,0,0,1,노트북/PC,직거래,35,0,0
4204330,나나카롱,514.0,0,0,1,패션의류,택배,22,0,0
4204531,ian0921,315.0,0,0,1,노트북/PC,"직거래,택배",43,0,0
4204832,DankeGott,294.0,0,0,1,패션잡화,직거래,39,0,2
4205239,노바띠,590.0,2,0,1,노트북/PC,"직거래,택배",57,0,2
4206077,아클카이,406.0,1,1,2,노트북/PC,"직거래,택배",61,0,1
4206289,건스55,416.0,0,0,1,가전제품,"직거래,택배",33,0,0
4206628,늦가을이,730.0,1,1,1,가전제품,"직거래,편의점픽업",5,0,0
4206689,wnqjqj,619.0,1,1,1,모바일/태블릿,"직거래,택배",22,0,0
4207071,난폭한천사,543.0,0,0,1,패션잡화,"직거래,택배",25,0,0
4207171,제니이잉음,556.0,0,1,1,패션잡화,택배,13,0,0
4207384,샘정이에요,443.0,1,0,1,패션의류,"직거래,택배",10,0,0
4208211,오구아빠당,377.0,1,0,1,패션잡화,직거래,7,0,0
4208364,비상대기,561.0,1,0,1,노트북/PC,택배,74,0,0
4209156,청계성,482.0,0,0,12,"노트북/PC, 가전제품","직거래,택배, 직거래, 택배",216,0,1
4209329,불당동12,641.0,1,0,1,모바일/태블릿,"직거래,택배",12,0,0
4209373,바버탱구리,282.0,0,1,1,패션잡화,택배,13,0,0
4209418,여아예쁜옷,637.0,8,16,4,"패션잡화, 패션의류",택배,184,0,1
4209448,풍성한가게,478.0,7,6,1,가전제품,택배,46,0,0
4209482,무클,609.0,1,3,1,가전제품,택배,33,0,0
4209613,로코포디,344.0,0,0,1,가전제품,택배,8,0,0
4209736,재성이다,372.0,0,0,1,노트북/PC,"직거래,택배",18,0,0
4209763,사기꾼꺼져라,418.0,0,0,2,가전제품,직거래,77,0,1
4209999,중건스,549.0,3,0,1,노트북/PC,"직거래,택배",127,3,7
4210148,야호얗,426.0,1,1,3,패션잡화,"직거래,택배",31,0,0
4210557,모니코코니,471.0,0,3,1,패션의류,택배,35,0,1
4210606,꼬맹이넘버원,648.0,3,0,1,패션잡화,"직거래,택배",4,0,0
4210747,세라피나K,494.0,0,0,1,가전제품,"직거래,택배",20,0,0
4210789,두돧둗,286.0,0,0,1,패션잡화,택배,2,0,0
4210819,neorio,527.0,1,0,3,"가전제품, 패션잡화","직거래,택배",43,0,0
4210831,noteside,715.0,334,240,59,노트북/PC,"직거래,택배, 직거래",2501,10,33
4211305,지미니big,496.0,1,9,24,패션잡화,택배,435,1,3
4212080,닉네임없음,367.0,0,0,1,패션의류,"직거래,택배",21,0,0
4212129,폴베닝,553.0,1,0,1,모바일/태블릿,"직거래,택배,편의점픽업",96,4,1
4212661,내일오전날씨,411.0,0,1,2,노트북/PC,"직거래,택배",107,0,4
4212806,fjald,261.0,0,0,1,가전제품,직거래,3,0,0
4213017,완두집사,517.0,8,21,3,노트북/PC,"택배, 직거래,택배,편의점픽업",204,4,4
4213021,랄랄라라1234,329.0,0,0,1,패션잡화,"직거래,택배",20,0,0
4213379,vaart0222,551.0,2,1,1,패션잡화,"직거래,택배",64,0,1
4213966,월넛츠,400.0,0,0,1,가전제품,"직거래,택배",1,0,0
4214310,제이제이케이83,590.0,1,0,1,노트북/PC,택배,6,0,0
4214396,눈깔망둥이,420.0,0,0,1,노트북/PC,직거래,44,0,2
4214589,wewillbe,859.0,10,5,2,"모바일/태블릿, 가전제품","직거래,택배",102,1,2
4214596,우리로하나,396.0,0,0,1,모바일/태블릿,"직거래,택배",43,0,0
4214764,베베03,614.0,1,0,1,노트북/PC,"직거래,택배",92,0,1
4214903,어서어서오세요,522.0,1,1,3,"가전제품, 패션의류",택배,100,0,0
4215119,스핑크스고양이,694.0,2,2,1,노트북/PC,"직거래,택배",33,0,0
4215298,모르겠숴,333.0,0,0,1,가전제품,택배,22,0,0
4215418,청풍명월63,890.0,42,9,4,노트북/PC,"택배, 직거래,택배",509,1,10
4215692,lerdd,417.0,0,0,1,노트북/PC,"직거래,택배",30,1,2
4215924,졍졍졍덕이,594.0,1,0,1,가전제품,직거래,29,0,0
4215997,민붕이상점,829.0,37,2,35,가전제품,"직거래,택배,편의점픽업",1014,6,12
4216059,Sky1233,356.0,0,0,1,패션의류,택배,40,0,1
4216458,푸른하늘777777,681.0,8,0,1,모바일/태블릿,택배,20,0,0
4216516,rochaeng,678.0,3,1,1,패션잡화,"직거래,택배",20,0,0
4216677,남겨둔물건,480.0,2,0,1,노트북/PC,택배,29,0,0
4217227,순살병아리,282.0,2,0,1,모바일/태블릿,택배,25,0,0
4218094,다이어트좀하자,563.0,0,0,1,패션잡화,"직거래,택배",47,2,0
4218209,쿠하쿠토,756.0,1,0,1,노트북/PC,"직거래,택배",33,0,0
4218441,skynara,276.0,1,0,4,"노트북/PC, 가전제품","직거래,택배, 직거래",156,0,0
4218895,펭귄니,483.0,0,0,1,노트북/PC,"직거래,택배",269,0,5
4219100,몽모험,533.0,6,0,2,노트북/PC,택배,3,0,0
4219355,oqfeb,614.0,2,0,2,패션의류,"직거래,택배",19,0,0
4219781,아핫히,277.0,0,0,1,패션잡화,택배,74,0,1
4220476,SumiMT,542.0,0,0,1,노트북/PC,"직거래,택배",95,1,0
4221176,nows2,709.0,4,0,1,가전제품,"직거래,택배",32,0,0
4221419,소스후,227.0,0,0,2,노트북/PC,"직거래,택배",55,1,0
4222008,ayaya1031,524.0,0,0,2,패션잡화,직거래,87,0,1
4222174,바미바미바미밤,482.0,1,1,1,노트북/PC,택배,21,0,1
4222842,보실토실22,403.0,0,0,1,패션잡화,"직거래,택배",14,0,0
4223023,갓수슈,314.0,0,0,3,패션잡화,직거래,28,0,0
4223540,hayasi000,489.0,0,0,1,노트북/PC,택배,69,1,1
4223720,알뜨라찌,480.0,0,1,1,패션잡화,"직거래,택배",113,0,0
4224204,김재원님님,616.0,1,0,1,모바일/태블릿,"직거래,택배",22,1,0
4225304,소낙소나기,561.0,0,2,7,패션잡화,택배,63,1,2
4225611,lovebird,690.0,5,4,7,"패션잡화, 패션의류",택배,203,0,6
4225808,yeehaneul,454.0,0,0,1,모바일/태블릿,직거래,13,0,0
4225950,럭키망고,439.0,0,0,1,가전제품,택배,99,1,3
4226205,486horse,589.0,0,1,1,패션의류,"직거래,택배",4,0,0
4226262,qnftkwh49,735.0,7,0,2,"노트북/PC, 모바일/태블릿","직거래,택배",539,4,2
4227128,hyeonlll,387.0,0,0,1,가전제품,택배,6,0,1
4227316,유재원파더,479.0,0,0,2,노트북/PC,택배,43,0,1
4227323,한국인분,274.0,0,0,1,가전제품,직거래,30,0,0
4227678,남자의상징,472.0,4,1,8,패션잡화,"택배, 직거래,택배",198,1,0
4227785,sarah2940,344.0,0,0,1,패션의류,택배,11,0,0
4227961,OM42,642.0,0,0,1,노트북/PC,"직거래,택배",28,0,0
4228296,rabo0311,574.0,1,0,1,가전제품,"직거래,택배,편의점픽업",46,0,0
4229059,쏘해삐,640.0,3,0,5,"노트북/PC, 가전제품",택배,1083,7,9
4229478,그리드씨,509.0,0,8,3,패션의류,택배,7,0,0
4229565,빅퀘스천,771.0,18,4,8,"노트북/PC, 가전제품, 패션잡화, 패션의류",택배,154,0,1
4229577,글로니가,467.0,1,3,1,노트북/PC,직거래,19,0,1
4229814,조빌리,315.0,0,0,1,가전제품,직거래,153,1,2
4229957,레지던트2,603.0,8,0,1,노트북/PC,"직거래,택배",8,0,0
4230257,돨뤼,462.0,0,1,1,패션잡화,"직거래,택배",22,1,0
4230590,매니아1113,600.0,0,5,1,패션잡화,"직거래,택배",25,0,0
4230649,살려주십셔형님덜,346.0,0,0,1,패션잡화,"직거래,택배",6,0,0
4230666,껍수,567.0,0,0,3,"모바일/태블릿, 가전제품","직거래,택배, 직거래",266,1,1
4230818,kenjisin,764.0,6,4,4,"노트북/PC, 가전제품","직거래, 직거래,택배",269,1,1
4230915,동찬스,194.0,0,0,1,노트북/PC,직거래,65,0,0
4230976,태파,724.0,11,0,1,노트북/PC,"직거래,택배",42,0,0
4230998,메론스무디,486.0,0,0,3,가전제품,직거래,34,0,0
4231312,우류타츠오미,567.0,0,0,1,노트북/PC,"직거래,택배",43,0,0
4231318,뚱뽀뽀,591.0,0,0,2,"가전제품, 패션의류","직거래,택배",31,0,0
4231361,mideseng,712.0,2,0,1,가전제품,택배,46,0,1
4231444,시리우스웅,572.0,0,0,1,노트북/PC,"직거래,택배",55,0,0
4232316,DM0801,447.0,2,0,1,노트북/PC,직거래,66,0,2
4232386,수돌이점빵,660.0,2,2,1,패션잡화,택배,29,0,0
4232715,하이하222,512.0,0,0,1,가전제품,직거래,34,0,0
4232934,팽곰이,672.0,15,14,9,패션잡화,택배,36,0,0
4232972,crag0919,506.0,0,0,1,노트북/PC,"직거래,택배",205,0,2
4233144,왕가님,652.0,2,0,1,가전제품,"직거래,택배",48,0,0
4233841,꼬야공주,705.0,3,11,10,"가전제품, 패션잡화",택배,209,0,3
4233857,eorjs31,382.0,0,0,1,모바일/태블릿,직거래,39,0,0
4234191,용의이빨,725.0,13,14,6,노트북/PC,"택배, 직거래,택배",741,1,6
4234872,뽀뽀뽀삐삐삐,260.0,0,0,1,가전제품,직거래,12,0,0
4235686,흐군장,526.0,0,4,1,노트북/PC,"직거래,택배",4,0,0
4235871,보라빛체리,676.0,3,0,1,패션의류,"직거래,택배",70,0,1
4236084,wjparkjs,557.0,2,0,3,노트북/PC,직거래,333,0,6
4236149,phantom2,732.0,18,7,1,노트북/PC,"직거래,택배",95,2,2
4236238,깡다구야,832.0,4,0,1,가전제품,직거래,119,0,2
4236248,레트로성지,674.0,12,15,11,"노트북/PC, 모바일/태블릿, 가전제품","직거래,택배, 택배, 직거래",332,0,5
4237068,Zziuh,537.0,6,0,2,모바일/태블릿,"직거래,택배",66,1,1
4239309,안녕하세쭈,322.0,0,0,2,패션잡화,택배,18,0,0
4239361,터래기네,719.0,6,0,2,"모바일/태블릿, 패션잡화",택배,72,0,1
4239488,에이리트,391.0,0,0,3,패션잡화,"직거래,택배",21,0,0
4240037,아롱이다롱이와,369.0,1,0,1,가전제품,택배,24,0,0
4240617,열심123,245.0,0,0,2,패션잡화,"직거래,택배, 택배",7,0,0
4240852,숭이8989,674.0,5,1,1,노트북/PC,"직거래,택배",37,0,1
4240945,나야나44,403.0,0,0,1,패션잡화,택배,0,0,0
4241026,온라인중고몰,523.0,0,1,1,모바일/태블릿,"직거래,택배",61,0,1
4241243,ILIKIKTT,519.0,0,1,1,노트북/PC,"직거래,택배",159,1,1
4241706,릴리링릴리,534.0,0,0,1,가전제품,"직거래,택배,편의점픽업",9,1,0
4242658,이안띵,612.0,0,0,1,노트북/PC,"직거래,택배",56,0,0
4242747,웅원파파,268.0,0,0,1,가전제품,직거래,5,0,0
4242832,헉수,227.0,0,0,1,노트북/PC,직거래,1,0,0
4242928,qhrwpwk,508.0,0,0,1,노트북/PC,택배,70,0,0
4243010,호두김밥,399.0,0,0,1,패션잡화,택배,24,0,0
4243143,오이소소,592.0,1,1,2,"노트북/PC, 패션의류",택배,113,1,0
4243523,zgl041306,423.0,0,0,2,가전제품,직거래,15,0,0
4243533,dbslqksl,684.0,3,1,3,"모바일/태블릿, 가전제품","직거래,택배",256,1,6
4243991,eka1144,450.0,1,8,1,패션의류,택배,38,0,3
4244347,FDAS141,613.0,5,3,2,노트북/PC,"직거래,택배",9,0,1
4245089,Shift66,790.0,7,1,1,노트북/PC,"직거래,택배",18,0,0
4245547,MegaCC,462.0,0,0,1,노트북/PC,"직거래,택배",16,0,0
4245646,수박먹는다리우스,604.0,21,1,1,노트북/PC,택배,26,0,0
4245653,얼짱맘짱,589.0,0,0,1,패션잡화,택배,32,0,0
4246868,점심의쥬시,552.0,1,3,6,패션잡화,택배,73,1,4
4247081,포레버21,506.0,1,1,6,"패션잡화, 패션의류","직거래,택배",31,0,1
4247259,커커커커컼,406.0,1,0,1,패션잡화,"직거래,택배",22,0,0
4248472,이인승,282.0,0,0,1,가전제품,택배,12,0,0
4248510,보드걸06,350.0,0,0,4,"패션잡화, 패션의류",택배,92,0,0
4249267,HPO,289.0,0,1,1,노트북/PC,"직거래,택배",100,1,1
4250055,홀블랜딩,476.0,0,1,1,패션의류,택배,11,0,0
4250387,소나무소소,736.0,1,2,1,가전제품,"직거래,택배,편의점픽업",71,0,3
4250601,킹앤드류,416.0,0,0,1,가전제품,직거래,34,0,0
4250934,Elhvid,530.0,9,1,6,노트북/PC,택배,38,0,1
4250977,프렌치바게트,451.0,10,0,3,"패션잡화, 패션의류",택배,228,0,0
4251469,귀요미하댕,279.0,0,0,1,노트북/PC,직거래,3,0,0
4251556,woojinflow,874.0,8,0,3,패션잡화,"직거래,택배",831,8,14
4252068,갈배사이다,557.0,0,0,2,패션잡화,택배,37,0,1
4252162,하이밝,567.0,0,0,1,가전제품,택배,41,0,1
4252164,yyyyyun,281.0,0,0,2,가전제품,"직거래,택배",6,0,0
4252770,여르리요,444.0,2,0,1,가전제품,"직거래,택배",32,0,1
4252970,나로호다,608.0,3,0,4,"노트북/PC, 가전제품","택배, 직거래,택배",134,0,0
4253306,갯지,214.0,0,0,1,패션의류,택배,2,0,0
4253422,나뭇잎꽃,460.0,4,4,1,가전제품,택배,11,0,0
4253700,에어팟나라,678.0,232,130,21,"모바일/태블릿, 가전제품","직거래,택배, 택배",1136,14,21
4253960,허니시커,773.0,8,0,1,노트북/PC,택배,42,0,3
4253997,감ㄱl,397.0,0,0,1,노트북/PC,"직거래,택배",273,1,7
4254089,kyunb,553.0,0,0,1,가전제품,직거래,135,0,3
4254607,악세사리샵,526.0,6,1,4,패션잡화,택배,36,0,0
4254749,문단속1,656.0,3,0,1,패션의류,"직거래,택배",5,0,0
4254771,깐돌이00,488.0,0,0,1,가전제품,"직거래,택배",13,0,0
4254790,enter8815,518.0,1,4,8,"패션잡화, 패션의류","택배, 직거래,택배",125,0,1
4255464,아키구루,265.0,0,0,1,노트북/PC,직거래,15,1,1
4255784,정2훈,313.0,0,0,3,노트북/PC,"직거래, 택배",64,0,2
4256003,풀옵션0,336.0,1,0,1,노트북/PC,"직거래,택배",32,0,1
4256015,소리만두,529.0,2,0,1,패션잡화,"직거래,택배",22,0,0
4257325,chance0526,458.0,0,0,1,가전제품,"직거래,택배",125,0,1
4257439,은평구수정이,253.0,0,0,1,가전제품,직거래,10,0,1
4257475,열미윤,705.0,8,1,4,"노트북/PC, 패션잡화",택배,140,0,0
4257561,차파는황부장,401.0,0,0,8,"노트북/PC, 가전제품","직거래, 택배",114,0,0
4257869,라이듐,327.0,0,0,1,가전제품,"직거래,택배",11,0,0
4258532,핑크브리즈,344.0,0,1,3,패션의류,"직거래,택배",39,0,0
4258789,ammmi,519.0,0,0,1,노트북/PC,"직거래,택배",64,0,0
4258930,sunlight83,351.0,1,0,1,노트북/PC,"직거래,택배",197,0,3
4260062,오리나로,326.0,0,0,1,가전제품,직거래,35,0,0
4260079,andyssum,629.0,4,1,3,패션잡화,택배,30,0,0
4260480,이태리남자,591.0,0,1,1,가전제품,직거래,29,0,0
4261179,foxmovie,441.0,0,0,1,노트북/PC,직거래,48,1,1
4261257,빠른나이스,470.0,1,0,1,패션잡화,택배,27,1,0
4261438,달려고,420.0,0,1,2,"패션잡화, 패션의류","직거래,택배",2,0,0
4261476,HyeonKs,410.0,0,0,1,노트북/PC,택배,156,0,0
4261649,물건많아요,582.0,0,6,1,패션의류,"택배,편의점픽업",5,0,0
4261738,Jung0420,480.0,0,1,5,"패션잡화, 패션의류",택배,45,0,0
4261801,페어차일드670,406.0,0,0,2,"노트북/PC, 가전제품","직거래,택배",118,3,3
4262555,구배건,225.0,0,2,1,노트북/PC,택배,3,0,0
4262677,에이프릴이11,259.0,0,0,1,패션의류,"직거래,택배",8,0,0
4262754,빵야빵아빠,338.0,1,0,1,모바일/태블릿,"직거래,택배",35,0,0
4262829,김영민1122,922.0,3,0,1,노트북/PC,직거래,46,0,2
4262879,사안딩,627.0,1,0,4,노트북/PC,"직거래,택배",65,1,1
4263502,푸른하늘은하수456,635.0,3,0,26,가전제품,"직거래,택배",381,0,2
4264377,신효리샵,537.0,11,12,6,"패션잡화, 패션의류",택배,98,1,4
4264938,dhckdgus,388.0,1,0,1,모바일/태블릿,직거래,38,0,2
4265182,오늘의식사,297.0,0,0,1,패션잡화,"직거래,택배",3,0,0
4265384,수아타이거즈,446.0,6,0,2,노트북/PC,"직거래,택배",26,0,0
4265657,으으으으으으으스,422.0,1,2,1,노트북/PC,"직거래,택배",100,1,3
4266443,채자매네,209.0,0,0,1,패션잡화,직거래,11,0,0
4266552,JeonYW,732.0,4,0,1,노트북/PC,"직거래,택배",38,1,0
4266910,춤추는사자,664.0,1,0,2,노트북/PC,"직거래,택배, 택배",182,0,3
4267272,워홀러,432.0,0,0,1,가전제품,"직거래,택배",41,0,2
4267291,무지개Rainbow,737.0,10,1,2,패션잡화,택배,10,0,0
4267660,erpei,505.0,0,0,1,노트북/PC,직거래,115,0,5
4267751,오늘도적당히,614.0,0,0,1,노트북/PC,"직거래,택배,편의점픽업",95,2,1
4267991,왜이러징힝,473.0,0,0,2,"노트북/PC, 패션의류","직거래, 직거래,택배",28,0,0
4268008,구암이,611.0,1,13,4,가전제품,직거래,443,2,2
4268560,dieso1,526.0,0,0,1,패션잡화,"직거래,택배",7,0,0
4268737,민욱장,299.0,0,0,1,가전제품,"직거래,택배",19,0,0
4269158,대흉근,639.0,0,0,1,모바일/태블릿,"직거래,택배",91,4,0
4269960,템티,360.0,0,0,8,패션잡화,"직거래,택배, 택배",119,0,2
4270044,광식이형님,302.0,1,0,1,가전제품,"직거래,택배",7,0,0
4270080,oops9252,257.0,0,0,1,가전제품,"직거래,택배",3,0,0
4270256,오이삐,802.0,2,2,3,"노트북/PC, 가전제품","직거래,택배",145,0,0
4270316,양오산,564.0,9,11,3,"노트북/PC, 가전제품","직거래,택배, 직거래",90,0,0
4270694,lalalala63,291.0,0,0,1,노트북/PC,"직거래,택배",91,1,0
4270727,에델바이,380.0,0,0,1,모바일/태블릿,"직거래,택배",7,0,0
4270755,라벤드향기,414.0,0,5,4,"패션잡화, 패션의류",택배,221,0,1
4270828,솜사탕ㅌ,404.0,0,0,5,"패션잡화, 패션의류","직거래,택배, 택배",232,0,0
4271534,사기당하기싫엉,770.0,2,0,1,모바일/태블릿,택배,300,1,6
4271644,하모지,431.0,0,0,2,패션잡화,택배,94,0,1
4271895,비즈겔럭시,444.0,0,0,1,가전제품,"직거래,택배",76,0,0
4272446,막국수와치킨,687.0,6,0,7,"노트북/PC, 패션잡화, 패션의류","직거래,택배",29,0,0
4272624,지현파,559.0,1,0,1,패션잡화,"직거래,택배",20,0,0
4272797,류민트,459.0,0,0,2,패션잡화,"직거래,택배",38,0,0
4272839,마크헌털,437.0,0,0,1,가전제품,택배,18,0,0
4273244,HandsFree,301.0,0,0,1,가전제품,"직거래,택배",26,0,0
4273345,당구20,518.0,2,0,1,패션잡화,"직거래,택배",21,0,0
4273539,루나틱아이즈,389.0,0,0,1,노트북/PC,"직거래,택배",22,1,0
4273654,김포꿈돌이,410.0,0,1,1,가전제품,직거래,104,0,3
4273877,JJ0595,211.0,0,1,5,패션잡화,택배,3,0,0
4274016,짱짬,371.0,0,0,1,패션잡화,"직거래,택배",1,0,0
4274622,푸른들잎,765.0,6,4,2,"노트북/PC, 가전제품","직거래,택배",37,0,0
4275013,swanblack,537.0,1,0,1,노트북/PC,"직거래,택배",33,0,0
4275386,후후랑,644.0,1,1,1,가전제품,직거래,14,0,0
4275733,레2도,253.0,0,0,2,패션잡화,택배,30,0,0
4276630,무무가좋아,772.0,0,0,2,"모바일/태블릿, 가전제품","직거래,택배",246,0,4
4276660,이이이이2이,400.0,0,0,1,가전제품,"직거래,택배",43,1,1
4276774,기원동원이네,494.0,0,0,1,가전제품,"직거래,택배",33,0,0
4276848,정림이네,676.0,0,0,2,노트북/PC,"직거래,택배",20,0,0
4277280,써킹,553.0,2,0,1,패션잡화,택배,7,0,0
4277776,공일공사천에오팔구팔,842.0,36,11,8,"모바일/태블릿, 가전제품","직거래, 직거래,택배",243,3,8
4277834,부산롬,225.0,0,1,1,가전제품,"직거래,택배",7,0,0
4277859,차가운날개,617.0,0,2,6,"패션잡화, 패션의류",택배,194,0,1
4278127,이수진8494,486.0,0,1,1,패션잡화,택배,67,0,0
4278582,안녕하세넵,344.0,0,0,2,노트북/PC,"직거래,택배",6,0,0
4278627,준호학생,497.0,1,0,2,노트북/PC,"직거래,택배",199,0,1
4279073,buddysue92,430.0,1,1,2,"모바일/태블릿, 패션잡화","직거래,택배,편의점픽업",47,0,0
4279448,짼맘,311.0,0,0,1,패션의류,택배,5,0,0
4279824,라이트가드,807.0,1,0,1,가전제품,직거래,46,1,1
4279887,Threekkk,842.0,10,1,1,노트북/PC,택배,48,0,0
4280451,cho8132,776.0,2,2,5,패션의류,택배,93,0,0
4280587,lingst,417.0,0,0,3,"노트북/PC, 패션의류","직거래,택배,편의점픽업",36,0,0
4280852,959595ss,619.0,10,0,1,노트북/PC,"직거래,택배",186,2,0
4280889,화장품팔이소녀,599.0,12,2,2,패션잡화,"직거래,택배",67,0,0
4281313,쵸쵸밥,409.0,0,0,1,패션잡화,"직거래,택배",23,0,0
4282013,호떡주세요,582.0,0,0,1,패션의류,"직거래,택배",20,0,0
4282097,asz7,401.0,0,0,1,패션잡화,"직거래,택배,편의점픽업",26,0,0
4282172,오오워워,372.0,0,0,1,가전제품,"직거래,택배",7,0,0
4282440,열일하기,476.0,0,4,2,패션의류,택배,100,0,2
4282673,에어팟잃어버림엉엉,331.0,0,0,1,가전제품,"직거래,택배",15,0,1
4282777,순딩82,473.0,0,1,1,가전제품,"직거래,택배,편의점픽업",22,0,0
4282855,찐탱이다,531.0,0,1,1,가전제품,"직거래,택배,편의점픽업",14,2,0
4283516,아킹혼,411.0,0,0,1,가전제품,"직거래,택배,편의점픽업",18,0,0
4284176,쿠우루주,365.0,2,0,1,노트북/PC,택배,17,0,0
4284295,정말이지대박,520.0,3,1,2,"노트북/PC, 가전제품","직거래,택배, 택배",101,0,0
4284302,syk2003,373.0,0,0,1,노트북/PC,"직거래,택배",46,0,0
4284546,마플74,520.0,2,0,2,노트북/PC,직거래,97,0,0
4285641,민트파인애플초코피자,470.0,0,0,1,노트북/PC,택배,26,0,0
4285679,sususu0213,418.0,0,0,1,가전제품,"직거래,택배",12,0,0
4285766,토오크,256.0,0,0,1,노트북/PC,택배,149,8,3
4286066,레몬머틀티,283.0,0,0,1,가전제품,직거래,33,0,1
4286116,수엔지니어링,405.0,0,0,5,노트북/PC,직거래,64,0,0
4286781,똘똘이찬군,483.0,0,12,1,가전제품,"직거래,택배,편의점픽업",32,1,0
4287237,skqodud,436.0,1,0,1,패션잡화,"직거래,택배",32,0,0
